source_id,target_id,role
21020,84c92da0bb,Muenzherr
21021,84c92da0bb,Dargestellte/r
21021,84c92da0bb,Muenzherr
21022,84c92da0bb,Dargestellte/r
21022,84c92da0bb,Muenzherr
21023,84c92da0bb,Dargestellte/r
21023,84c92da0bb,Muenzherr
21024,84c92da0bb,Dargestellte/r
21024,84c92da0bb,Muenzherr
21025,84c92da0bb,Dargestellte/r
21025,84c92da0bb,Muenzherr
21026,84c92da0bb,Dargestellte/r
21026,84c92da0bb,Muenzherr
21027,84c92da0bb,Dargestellte/r
21027,84c92da0bb,Muenzherr
21028,84c92da0bb,Dargestellte/r
21028,84c92da0bb,Muenzherr
21029,84c92da0bb,Dargestellte/r
21029,84c92da0bb,Muenzherr
21030,84c92da0bb,Dargestellte/r
21030,84c92da0bb,Muenzherr
21031,84c92da0bb,Dargestellte/r
21031,84c92da0bb,Muenzherr
21032,84c92da0bb,Dargestellte/r
21032,84c92da0bb,Muenzherr
21033,84c92da0bb,Dargestellte/r
21033,84c92da0bb,Muenzherr
21034,84c92da0bb,Dargestellte/r
21034,84c92da0bb,Muenzherr
21035,84c92da0bb,Dargestellte/r
21035,84c92da0bb,Muenzherr
21036,84c92da0bb,Dargestellte/r
21036,84c92da0bb,Muenzherr
21037,84c92da0bb,Dargestellte/r
21037,84c92da0bb,Muenzherr
21038,63c3b06274,Dargestellte/r
21038,cc1cb4e772,Muenzmeister (MM Nz)
21038,63c3b06274,Muenzherr
21039,84c92da0bb,Dargestellte/r
21039,84c92da0bb,Muenzherr
21040,84c92da0bb,Dargestellte/r
21040,84c92da0bb,Muenzherr
21041,84c92da0bb,Dargestellte/r
21041,84c92da0bb,Muenzherr
21047,9ef9557539,Dargestellte/r
21047,9ef9557539,Muenzherr
21048,9ef9557539,Dargestellte/r
21048,9ef9557539,Muenzherr
21049,9ef9557539,Dargestellte/r
21049,9ef9557539,Muenzherr
21050,9ef9557539,Dargestellte/r
21050,9ef9557539,Muenzherr
21052,9ef9557539,Dargestellte/r
21052,9ef9557539,Muenzherr
21054,9ef9557539,Dargestellte/r
21054,9ef9557539,Muenzherr
21118,9ef9557539,Dargestellte/r
21118,9ef9557539,Muenzherr
21119,9ef9557539,Dargestellte/r
21119,9ef9557539,Muenzherr
21120,9ef9557539,Dargestellte/r
21120,9ef9557539,Muenzherr
21121,9ef9557539,Dargestellte/r
21121,9ef9557539,Muenzherr
21122,9ef9557539,Dargestellte/r
21122,9ef9557539,Muenzherr
21123,9ef9557539,Dargestellte/r
21123,9ef9557539,Muenzherr
21124,9ef9557539,Dargestellte/r
21124,9ef9557539,Muenzherr
21125,9ef9557539,Dargestellte/r
21125,9ef9557539,Muenzherr
21127,84c92da0bb,Dargestellte/r
21127,84c92da0bb,Muenzherr
21128,84c92da0bb,Dargestellte/r
21128,84c92da0bb,Muenzherr
21129,84c92da0bb,Dargestellte/r
21129,84c92da0bb,Muenzherr
21130,84c92da0bb,Dargestellte/r
21130,84c92da0bb,Muenzherr
21131,84c92da0bb,Dargestellte/r
21131,84c92da0bb,Muenzherr
21132,84c92da0bb,Dargestellte/r
21132,84c92da0bb,Muenzherr
21133,84c92da0bb,Dargestellte/r
21133,84c92da0bb,Muenzherr
21134,84c92da0bb,Dargestellte/r
21134,84c92da0bb,Muenzherr
21135,84c92da0bb,Dargestellte/r
21135,84c92da0bb,Muenzherr
21136,84c92da0bb,Dargestellte/r
21136,84c92da0bb,Muenzherr
21137,84c92da0bb,Dargestellte/r
21137,84c92da0bb,Muenzherr
21138,84c92da0bb,Dargestellte/r
21138,84c92da0bb,Muenzherr
21139,84c92da0bb,Dargestellte/r
21139,84c92da0bb,Muenzherr
21140,84c92da0bb,Dargestellte/r
21140,84c92da0bb,Muenzherr
21141,84c92da0bb,Dargestellte/r
21141,84c92da0bb,Muenzherr
21142,84c92da0bb,Dargestellte/r
21142,84c92da0bb,Muenzherr
21143,84c92da0bb,Dargestellte/r
21143,84c92da0bb,Muenzherr
21144,84c92da0bb,Dargestellte/r
21144,84c92da0bb,Muenzherr
21145,84c92da0bb,Dargestellte/r
21145,84c92da0bb,Muenzherr
21146,84c92da0bb,Dargestellte/r
21146,84c92da0bb,Muenzherr
21147,84c92da0bb,Dargestellte/r
21147,84c92da0bb,Muenzherr
21148,84c92da0bb,Dargestellte/r
21148,84c92da0bb,Muenzherr
21149,84c92da0bb,Dargestellte/r
21149,84c92da0bb,Muenzherr
21150,84c92da0bb,Dargestellte/r
21150,84c92da0bb,Muenzherr
21151,84c92da0bb,Dargestellte/r
21151,84c92da0bb,Muenzherr
21152,84c92da0bb,Dargestellte/r
21152,84c92da0bb,Muenzherr
21153,84c92da0bb,Dargestellte/r
21153,84c92da0bb,Muenzherr
21154,84c92da0bb,Dargestellte/r
21154,84c92da0bb,Muenzherr
21155,84c92da0bb,Dargestellte/r
21155,84c92da0bb,Muenzherr
21156,84c92da0bb,Dargestellte/r
21156,84c92da0bb,Muenzherr
21157,84c92da0bb,Dargestellte/r
21157,84c92da0bb,Muenzherr
21158,84c92da0bb,Dargestellte/r
21158,84c92da0bb,Muenzherr
21159,84c92da0bb,Dargestellte/r
21159,84c92da0bb,Muenzherr
21160,84c92da0bb,Dargestellte/r
21160,84c92da0bb,Muenzherr
21161,84c92da0bb,Dargestellte/r
21161,84c92da0bb,Muenzherr
21162,84c92da0bb,Dargestellte/r
21162,84c92da0bb,Muenzherr
21164,afe4b82b87,Dargestellte/r
21168,e2ccea8aa9,Dargestellte/r
21168,a092317939,Strategos
21239,7a1294c42a,Stempelschneider
21306,7a1294c42a,Stempelschneider
21308,7a1294c42a,Stempelschneider
21321,7a1294c42a,Stempelschneider
21327,7a1294c42a,Stempelschneider
21330,7a1294c42a,Stempelschneider
21336,7a1294c42a,Stempelschneider
21340,7a1294c42a,Stempelschneider
21340,12e2d4d70e,Stempelschneider
21342,12e2d4d70e,Stempelschneider
21361,77076f0161,Stempelschneider
21362,77076f0161,Stempelschneider
21362,12e2d4d70e,Stempelschneider
21363,77076f0161,Stempelschneider
21363,12e2d4d70e,Stempelschneider
21364,84c92da0bb,Dargestellte/r
21364,84c92da0bb,Muenzherr
21365,84c92da0bb,Dargestellte/r
21365,84c92da0bb,Muenzherr
21366,84c92da0bb,Dargestellte/r
21366,84c92da0bb,Muenzherr
21367,84c92da0bb,Dargestellte/r
21367,84c92da0bb,Muenzherr
21368,84c92da0bb,Dargestellte/r
21368,84c92da0bb,Muenzherr
21369,84c92da0bb,Dargestellte/r
21369,84c92da0bb,Muenzherr
21370,84c92da0bb,Dargestellte/r
21370,84c92da0bb,Muenzherr
21371,84c92da0bb,Dargestellte/r
21371,84c92da0bb,Muenzherr
21372,84c92da0bb,Dargestellte/r
21372,84c92da0bb,Muenzherr
21373,84c92da0bb,Dargestellte/r
21373,84c92da0bb,Muenzherr
21374,84c92da0bb,Dargestellte/r
21374,84c92da0bb,Muenzherr
21375,84c92da0bb,Dargestellte/r
21375,84c92da0bb,Muenzherr
21376,84c92da0bb,Dargestellte/r
21376,84c92da0bb,Muenzherr
21377,84c92da0bb,Dargestellte/r
21377,84c92da0bb,Muenzherr
21378,84c92da0bb,Dargestellte/r
21378,84c92da0bb,Muenzherr
21379,12e2d4d70e,Stempelschneider
21380,84c92da0bb,Dargestellte/r
21380,84c92da0bb,Muenzherr
21381,77076f0161,Stempelschneider
21382,84c92da0bb,Dargestellte/r
21382,84c92da0bb,Muenzherr
21383,84c92da0bb,Dargestellte/r
21383,84c92da0bb,Muenzherr
21384,84c92da0bb,Dargestellte/r
21384,84c92da0bb,Muenzherr
21385,77076f0161,Stempelschneider
21386,84c92da0bb,Dargestellte/r
21386,84c92da0bb,Muenzherr
21387,84c92da0bb,Dargestellte/r
21387,84c92da0bb,Muenzherr
21388,77076f0161,Stempelschneider
21388,7a1294c42a,Stempelschneider
21389,84c92da0bb,Dargestellte/r
21389,84c92da0bb,Muenzherr
21390,77076f0161,Stempelschneider
21390,7a1294c42a,Stempelschneider
21391,84c92da0bb,Dargestellte/r
21391,84c92da0bb,Muenzherr
21392,84c92da0bb,Dargestellte/r
21392,84c92da0bb,Muenzherr
21393,84c92da0bb,Dargestellte/r
21393,84c92da0bb,Muenzherr
21394,77076f0161,Stempelschneider
21394,7a1294c42a,Stempelschneider
21395,84c92da0bb,Dargestellte/r
21395,84c92da0bb,Muenzherr
21396,84c92da0bb,Dargestellte/r
21396,84c92da0bb,Muenzherr
21397,84c92da0bb,Dargestellte/r
21397,84c92da0bb,Muenzherr
21398,84c92da0bb,Dargestellte/r
21398,84c92da0bb,Muenzherr
21399,84c92da0bb,Dargestellte/r
21399,84c92da0bb,Muenzherr
21400,84c92da0bb,Dargestellte/r
21400,84c92da0bb,Muenzherr
21401,84c92da0bb,Dargestellte/r
21401,84c92da0bb,Muenzherr
21402,84c92da0bb,Dargestellte/r
21402,84c92da0bb,Muenzherr
21403,84c92da0bb,Dargestellte/r
21403,84c92da0bb,Muenzherr
21404,84c92da0bb,Dargestellte/r
21404,84c92da0bb,Muenzherr
21405,84c92da0bb,Dargestellte/r
21405,84c92da0bb,Muenzherr
21413,84f7fd2e45,Dargestellte/r
21413,902ea5e4d4,Dargestellte/r
21413,902ea5e4d4,Muenzherr
21415,b25f88f948,Dargestellte/r
21415,b25f88f948,Muenzherr
21418,b25f88f948,Dargestellte/r
21418,b25f88f948,Muenzherr
21422,b25f88f948,Dargestellte/r
21422,b25f88f948,Muenzherr
21427,b25f88f948,Dargestellte/r
21427,b25f88f948,Muenzherr
21430,b25f88f948,Dargestellte/r
21430,b25f88f948,Muenzherr
21433,b25f88f948,Dargestellte/r
21433,b25f88f948,Muenzherr
21437,b25f88f948,Dargestellte/r
21437,b25f88f948,Muenzherr
21448,b25f88f948,Dargestellte/r
21448,b25f88f948,Muenzherr
21451,b25f88f948,Dargestellte/r
21451,b25f88f948,Muenzherr
21455,b25f88f948,Dargestellte/r
21455,b25f88f948,Muenzherr
21460,b25f88f948,Dargestellte/r
21460,b25f88f948,Muenzherr
21467,b25f88f948,Dargestellte/r
21467,b25f88f948,Muenzherr
21471,b25f88f948,Dargestellte/r
21471,b25f88f948,Muenzherr
21499,371c3fc140,Dargestellte/r
21499,371c3fc140,Muenzherr
21511,84c92da0bb,Muenzherr
21512,84c92da0bb,Muenzherr
21513,84c92da0bb,Muenzherr
21514,84c92da0bb,Muenzherr
21515,84c92da0bb,Muenzherr
21516,84c92da0bb,Dargestellte/r
21516,84c92da0bb,Muenzherr
21517,84c92da0bb,Dargestellte/r
21517,84c92da0bb,Muenzherr
21518,84c92da0bb,Dargestellte/r
21518,84c92da0bb,Muenzherr
21519,84c92da0bb,Dargestellte/r
21519,84c92da0bb,Muenzherr
21520,84c92da0bb,Dargestellte/r
21520,84c92da0bb,Muenzherr
21521,84c92da0bb,Muenzherr
21522,84c92da0bb,Dargestellte/r
21522,84c92da0bb,Muenzherr
21523,84c92da0bb,Dargestellte/r
21523,84c92da0bb,Muenzherr
21524,84c92da0bb,Dargestellte/r
21524,84c92da0bb,Muenzherr
21525,b25f88f948,Dargestellte/r
21525,b25f88f948,Muenzherr
21526,84c92da0bb,Dargestellte/r
21526,84c92da0bb,Muenzherr
21527,84c92da0bb,Muenzherr
21528,84c92da0bb,Muenzherr
21529,84c92da0bb,Dargestellte/r
21529,84c92da0bb,Muenzherr
21530,84c92da0bb,Dargestellte/r
21530,84c92da0bb,Muenzherr
21531,b25f88f948,Dargestellte/r
21531,b25f88f948,Muenzherr
21532,84c92da0bb,Muenzherr
21533,b25f88f948,Dargestellte/r
21533,b25f88f948,Muenzherr
21534,84c92da0bb,Dargestellte/r
21534,84c92da0bb,Muenzherr
21535,84c92da0bb,Muenzherr
21536,b25f88f948,Dargestellte/r
21536,b25f88f948,Muenzherr
21537,84c92da0bb,Muenzherr
21538,b25f88f948,Dargestellte/r
21538,b25f88f948,Muenzherr
21539,84c92da0bb,Muenzherr
21540,b25f88f948,Dargestellte/r
21540,b25f88f948,Muenzherr
21541,84c92da0bb,Dargestellte/r
21541,84c92da0bb,Muenzherr
21542,84c92da0bb,Muenzherr
21543,84c92da0bb,Muenzherr
21544,b25f88f948,Dargestellte/r
21544,b25f88f948,Muenzherr
21545,b25f88f948,Dargestellte/r
21545,b25f88f948,Muenzherr
21546,b25f88f948,Dargestellte/r
21546,b25f88f948,Muenzherr
21547,b25f88f948,Dargestellte/r
21547,b25f88f948,Muenzherr
21548,b25f88f948,Dargestellte/r
21548,b25f88f948,Muenzherr
21639,9ef9557539,Dargestellte/r
21639,9ef9557539,Muenzherr
21640,9ef9557539,Dargestellte/r
21640,9ef9557539,Muenzherr
21642,9ef9557539,Dargestellte/r
21642,9ef9557539,Muenzherr
21644,9ef9557539,Dargestellte/r
21644,9ef9557539,Muenzherr
21646,9ef9557539,Dargestellte/r
21646,9ef9557539,Muenzherr
21647,9ef9557539,Dargestellte/r
21647,9ef9557539,Muenzherr
21648,9ef9557539,Dargestellte/r
21648,9ef9557539,Muenzherr
21657,9ef9557539,Dargestellte/r
21657,9ef9557539,Muenzherr
21659,b25f88f948,Dargestellte/r
21659,b25f88f948,Muenzherr
21660,b25f88f948,Dargestellte/r
21660,b25f88f948,Muenzherr
21662,9ef9557539,Dargestellte/r
21662,9ef9557539,Muenzherr
21663,b25f88f948,Dargestellte/r
21663,b25f88f948,Muenzherr
21665,b25f88f948,Dargestellte/r
21665,b25f88f948,Muenzherr
21666,9ef9557539,Dargestellte/r
21666,9ef9557539,Muenzherr
21667,b25f88f948,Dargestellte/r
21667,b25f88f948,Muenzherr
21671,b25f88f948,Dargestellte/r
21671,b25f88f948,Muenzherr
21672,b25f88f948,Dargestellte/r
21672,b25f88f948,Muenzherr
21674,b25f88f948,Dargestellte/r
21674,b25f88f948,Muenzherr
21676,b25f88f948,Dargestellte/r
21676,b25f88f948,Muenzherr
21679,b25f88f948,Dargestellte/r
21679,b25f88f948,Muenzherr
21680,b25f88f948,Dargestellte/r
21680,b25f88f948,Muenzherr
21681,b25f88f948,Dargestellte/r
21681,b25f88f948,Muenzherr
21682,b25f88f948,Dargestellte/r
21682,27a545e4b0,Dargestellte/r
21682,beaba2b79d,Dargestellte/r
21682,b25f88f948,Muenzherr
21683,27a545e4b0,Dargestellte/r
21683,b25f88f948,Dargestellte/r
21683,beaba2b79d,Dargestellte/r
21683,b25f88f948,Muenzherr
21684,b25f88f948,Dargestellte/r
21684,27a545e4b0,Dargestellte/r
21684,beaba2b79d,Dargestellte/r
21684,b25f88f948,Muenzherr
21685,b25f88f948,Dargestellte/r
21685,b25f88f948,Muenzherr
21686,b25f88f948,Dargestellte/r
21686,b25f88f948,Muenzherr
21687,b25f88f948,Dargestellte/r
21687,b25f88f948,Muenzherr
21688,b25f88f948,Dargestellte/r
21688,b25f88f948,Muenzherr
21689,b25f88f948,Dargestellte/r
21689,b25f88f948,Muenzherr
21690,b25f88f948,Dargestellte/r
21690,b25f88f948,Muenzherr
21691,b25f88f948,Dargestellte/r
21691,b25f88f948,Muenzherr
21692,b25f88f948,Dargestellte/r
21692,b25f88f948,Muenzherr
21693,b25f88f948,Dargestellte/r
21693,b25f88f948,Muenzherr
21694,b25f88f948,Dargestellte/r
21694,b25f88f948,Muenzherr
21695,b25f88f948,Dargestellte/r
21695,b25f88f948,Muenzherr
21700,84c92da0bb,Muenzherr
21701,84c92da0bb,Muenzherr
21702,84c92da0bb,Muenzherr
21703,84c92da0bb,Muenzherr
21704,84c92da0bb,Muenzherr
21705,84c92da0bb,Muenzherr
21706,84c92da0bb,Muenzherr
21707,84c92da0bb,Muenzherr
21708,84c92da0bb,Muenzherr
21709,84c92da0bb,Muenzherr
21710,84c92da0bb,Muenzherr
21711,84c92da0bb,Muenzherr
21712,84c92da0bb,Muenzherr
21713,84c92da0bb,Muenzherr
21714,84c92da0bb,Muenzherr
21715,84c92da0bb,Muenzherr
21716,84c92da0bb,Muenzherr
21717,84c92da0bb,Muenzherr
21718,84c92da0bb,Muenzherr
21719,84c92da0bb,Muenzherr
21720,84c92da0bb,Muenzherr
21721,84c92da0bb,Muenzherr
21722,84c92da0bb,Muenzherr
21723,84c92da0bb,Muenzherr
21724,84c92da0bb,Muenzherr
21725,84c92da0bb,Muenzherr
21726,84c92da0bb,Muenzherr
21727,84c92da0bb,Muenzherr
21728,84c92da0bb,Muenzherr
21729,84c92da0bb,Muenzherr
21730,84c92da0bb,Muenzherr
21731,84c92da0bb,Muenzherr
21732,84c92da0bb,Muenzherr
21733,84c92da0bb,Muenzherr
21734,84c92da0bb,Muenzherr
21735,84c92da0bb,Muenzherr
21736,84c92da0bb,Muenzherr
21737,84c92da0bb,Muenzherr
21738,84c92da0bb,Muenzherr
21739,84c92da0bb,Muenzherr
21740,84c92da0bb,Muenzherr
21741,84c92da0bb,Muenzherr
21742,84c92da0bb,Muenzherr
21744,b25f88f948,Dargestellte/r
21744,27a545e4b0,Muenzherr
21746,b25f88f948,Dargestellte/r
21746,27a545e4b0,Muenzherr
21747,b25f88f948,Dargestellte/r
21747,27a545e4b0,Muenzherr
21748,b25f88f948,Dargestellte/r
21748,27a545e4b0,Muenzherr
21749,b25f88f948,Dargestellte/r
21749,27a545e4b0,Muenzherr
21750,b25f88f948,Dargestellte/r
21750,27a545e4b0,Muenzherr
21751,b25f88f948,Dargestellte/r
21751,27a545e4b0,Muenzherr
21752,b25f88f948,Dargestellte/r
21752,27a545e4b0,Muenzherr
21753,b25f88f948,Dargestellte/r
21753,27a545e4b0,Muenzherr
21754,b25f88f948,Dargestellte/r
21754,27a545e4b0,Muenzherr
21755,b25f88f948,Dargestellte/r
21755,27a545e4b0,Muenzherr
21756,b25f88f948,Dargestellte/r
21756,27a545e4b0,Muenzherr
21757,b25f88f948,Dargestellte/r
21757,27a545e4b0,Muenzherr
21758,b25f88f948,Dargestellte/r
21758,27a545e4b0,Muenzherr
21759,b25f88f948,Dargestellte/r
21759,27a545e4b0,Muenzherr
21760,b25f88f948,Dargestellte/r
21760,27a545e4b0,Muenzherr
21761,b25f88f948,Dargestellte/r
21761,27a545e4b0,Muenzherr
21762,b25f88f948,Dargestellte/r
21762,27a545e4b0,Muenzherr
21763,b25f88f948,Dargestellte/r
21763,b25f88f948,Muenzherr
21764,b25f88f948,Dargestellte/r
21764,b25f88f948,Muenzherr
21765,b25f88f948,Dargestellte/r
21765,b25f88f948,Muenzherr
21766,b25f88f948,Dargestellte/r
21766,b25f88f948,Muenzherr
21767,b25f88f948,Dargestellte/r
21767,b25f88f948,Muenzherr
21772,9ef9557539,Dargestellte/r
21772,9ef9557539,Muenzherr
21774,9ef9557539,Dargestellte/r
21774,9ef9557539,Muenzherr
21777,04965e9f2d,Magistrat (Ant)
21802,9ef9557539,Dargestellte/r
21802,9ef9557539,Muenzherr
21807,9ef9557539,Dargestellte/r
21807,9ef9557539,Muenzherr
21834,84c92da0bb,Muenzherr
21837,84c92da0bb,Muenzherr
21839,84c92da0bb,Muenzherr
21840,84c92da0bb,Muenzherr
21841,84c92da0bb,Muenzherr
21842,84c92da0bb,Muenzherr
21844,84c92da0bb,Muenzherr
21847,84c92da0bb,Muenzherr
21849,84c92da0bb,Muenzherr
21852,84c92da0bb,Muenzherr
21854,84c92da0bb,Muenzherr
21857,84c92da0bb,Muenzherr
21859,84c92da0bb,Muenzherr
21860,84c92da0bb,Muenzherr
21862,84c92da0bb,Muenzherr
21866,84c92da0bb,Muenzherr
21868,84c92da0bb,Muenzherr
21870,84c92da0bb,Muenzherr
21873,84c92da0bb,Muenzherr
21874,84c92da0bb,Muenzherr
21876,84c92da0bb,Muenzherr
21878,84c92da0bb,Muenzherr
21879,84c92da0bb,Muenzherr
21881,84c92da0bb,Muenzherr
21883,84c92da0bb,Muenzherr
21885,fbcfdd08f7,Muenzmeister (MM Nz)
21885,84c92da0bb,Muenzherr
21889,fbcfdd08f7,Muenzmeister (MM Nz)
21889,84c92da0bb,Muenzherr
21890,84c92da0bb,Muenzherr
21893,84c92da0bb,Muenzherr
21896,84c92da0bb,Muenzherr
21898,84c92da0bb,Muenzherr
21900,84c92da0bb,Muenzherr
21902,84c92da0bb,Muenzherr
21903,84c92da0bb,Muenzherr
21906,84c92da0bb,Muenzherr
21909,84c92da0bb,Muenzherr
21911,84c92da0bb,Muenzherr
21915,84c92da0bb,Muenzherr
21919,84c92da0bb,Muenzherr
21921,84c92da0bb,Muenzherr
21923,84c92da0bb,Muenzherr
21927,84c92da0bb,Muenzherr
21936,ce53ce954d,Muenzherr
21936,36cdd05a1e,Muenzherr
21937,f2351049aa,Muenzherr
21938,2517792a31,Entwurf
21939,5ae962134c,Dargestellte/r
21939,889f57b36b,Muenzpruefer (MPr)
21940,6b432bdc4d,Hersteller
21940,eef622d93d,Dargestellte/r
21940,eef622d93d,Muenzherr
21940,a8e571acc0,Stempelschneider
21942,2109d11d48,Dargestellte/r
21942,2109d11d48,Muenzherr
21943,60517d9ab7,Muenzherr
21951,741c14c8c6,Dargestellte/r
21951,741c14c8c6,Muenzherr
21952,4691b14974,Muenzmeister (MM Nz)
21954,ce53ce954d,Dargestellte/r
21954,ce53ce954d,Muenzherr
21954,36cdd05a1e,Muenzherr
21957,eb8d25d1bf,Entwurf
21962,47a0c67ad8,Hersteller
21963,0d09dbc3ea,Dargestellte/r
21963,bd8acf0135,Muenzmeister (MM Nz)
21963,1f23b1172a,Muenzherr
21964,b07dd829b3,Dargestellte/r
21964,b07dd829b3,Muenzherr
21964,87f843adce,Stempelschneider
21966,d6537b83ac,Muenzherr
21969,4bf5a00faf,Stempelschneider
21976,84c92da0bb,Muenzherr
21977,84c92da0bb,Muenzherr
21978,84c92da0bb,Muenzherr
21979,84c92da0bb,Muenzherr
21980,84c92da0bb,Muenzherr
21981,84c92da0bb,Muenzherr
21982,84c92da0bb,Muenzherr
21983,84c92da0bb,Muenzherr
21984,84c92da0bb,Muenzherr
21985,84c92da0bb,Muenzherr
21986,84c92da0bb,Muenzherr
21987,84c92da0bb,Muenzherr
21988,84c92da0bb,Muenzherr
21989,84c92da0bb,Muenzherr
21990,84c92da0bb,Muenzherr
21991,84c92da0bb,Muenzherr
21992,84c92da0bb,Muenzherr
21993,84c92da0bb,Muenzherr
21994,84c92da0bb,Muenzherr
21995,84c92da0bb,Muenzherr
21996,84c92da0bb,Muenzherr
21997,7aafddf41b,Entwurf
21998,84c92da0bb,Muenzherr
21999,84c92da0bb,Muenzherr
22000,84c92da0bb,Muenzherr
22001,84c92da0bb,Muenzherr
22002,e049f72078,Dargestellte/r
22002,d6df383082,Muenzmeister (MM Nz)
22002,689d98cb81,Muenzherr
22003,84c92da0bb,Muenzherr
22004,84c92da0bb,Muenzherr
22005,84c92da0bb,Muenzherr
22006,84c92da0bb,Muenzherr
22007,35fbe9ea41,Dargestellte/r
22007,35fbe9ea41,Muenzherr
22007,cfdb3240c3,Muenzdirektor (MD)
22008,84c92da0bb,Muenzherr
22009,84c92da0bb,Muenzherr
22010,84c92da0bb,Muenzherr
22011,84c92da0bb,Muenzherr
22012,84c92da0bb,Muenzherr
22013,84c92da0bb,Muenzherr
22014,f2351049aa,Dargestellte/r
22014,f2351049aa,Muenzherr
22015,bed3f33bb6,Entwurf
22015,36df2e5945,Entwurf
22015,893042ce56,Dargestellte/r
22015,893042ce56,Muenzherr
22017,0ee063c0f1,Muenzherr
22018,b25f88f948,Dargestellte/r
22018,b25f88f948,Muenzherr
22019,b25f88f948,Dargestellte/r
22019,27a545e4b0,Dargestellte/r
22019,beaba2b79d,Dargestellte/r
22019,b25f88f948,Muenzherr
22020,bb1546ebf0,Muenzherr
22021,b25f88f948,Dargestellte/r
22021,27a545e4b0,Dargestellte/r
22021,beaba2b79d,Dargestellte/r
22021,b25f88f948,Muenzherr
22022,e38a87e3cc,Dargestellte/r
22022,e38a87e3cc,Muenzherr
22023,b25f88f948,Dargestellte/r
22023,27a545e4b0,Dargestellte/r
22023,beaba2b79d,Dargestellte/r
22023,b25f88f948,Muenzherr
22024,6976453357,Dargestellte/r
22024,6976453357,Muenzherr
22024,1835c44f12,Stempelschneider
22025,27a545e4b0,Dargestellte/r
22025,beaba2b79d,Dargestellte/r
22025,b25f88f948,Muenzherr
22026,b25f88f948,Dargestellte/r
22026,b25f88f948,Muenzherr
22027,00ca8c357c,Dargestellte/r
22027,00ca8c357c,Muenzherr
22028,b25f88f948,Dargestellte/r
22028,b25f88f948,Muenzherr
22029,b25f88f948,Dargestellte/r
22029,b25f88f948,Muenzherr
22030,8a2365cd87,Dargestellte/r
22030,8a2365cd87,Muenzherr
22030,00a5da842c,Stempelschneider
22032,2afef7fdcc,Muenzherr
22033,7b06e2073b,Muenzmeister (MM Nz)
22033,6cb4112ff2,Muenzherr
22034,e72cdab42d,Dargestellte/r
22034,e72cdab42d,Muenzherr
22035,e4f888f4ac,Dargestellte/r
22035,e4f888f4ac,Muenzherr
22035,a25ac9f1f9,Muenzdirektor (MD)
22036,c7d6939eb0,Dargestellte/r
22036,c7d6939eb0,Muenzherr
22036,40d90bb6d3,Stempelschneider
22038,12350d4446,Muenzherr
22039,51eb169bf1,Dargestellte/r
22039,51eb169bf1,Muenzherr
22040,4a02feb5ac,Muenzherr
22042,08297b6e7b,Dargestellte/r
22042,08297b6e7b,Muenzherr
22043,a93c4c7b00,Muenzherr
22044,e7b78549bf,Dargestellte/r
22044,e7b78549bf,Muenzherr
22044,834e373422,Stempelschneider
22044,2956675215,Stempelschneider
22045,c77a60ccae,Dargestellte/r
22045,c77a60ccae,Muenzherr
22046,08b129bfd9,Dargestellte/r
22046,08b129bfd9,Muenzherr
22047,3011063e63,Dargestellte/r
22047,3011063e63,Muenzherr
22047,1d05557321,Stempelschneider
22048,4aecb9dead,Dargestellte/r
22048,08b129bfd9,Muenzherr
22049,3011063e63,Dargestellte/r
22049,3011063e63,Muenzherr
22049,1d05557321,Stempelschneider
22050,3011063e63,Dargestellte/r
22050,3011063e63,Muenzherr
22050,1d05557321,Stempelschneider
22051,3011063e63,Dargestellte/r
22051,3011063e63,Muenzherr
22051,1d05557321,Stempelschneider
22052,3011063e63,Dargestellte/r
22052,3011063e63,Muenzherr
22052,1d05557321,Stempelschneider
22053,970ea64be1,Dargestellte/r
22053,970ea64be1,Muenzherr
22054,3011063e63,Dargestellte/r
22054,3011063e63,Muenzherr
22054,1d05557321,Stempelschneider
22055,3011063e63,Dargestellte/r
22055,3011063e63,Muenzherr
22055,1d05557321,Stempelschneider
22056,3011063e63,Dargestellte/r
22056,3011063e63,Muenzherr
22056,1d05557321,Stempelschneider
22057,fd061416aa,Dargestellte/r
22057,fd061416aa,Muenzherr
22057,1d05557321,Stempelschneider
22058,fd061416aa,Dargestellte/r
22058,fd061416aa,Muenzherr
22059,fd061416aa,Muenzherr
22060,d8c5d500ec,Muenzherr
22061,d8c5d500ec,Dargestellte/r
22061,d8c5d500ec,Muenzherr
22062,d8c5d500ec,Dargestellte/r
22062,d8c5d500ec,Muenzherr
22065,b7800739ca,Dargestellte/r
22065,b7800739ca,Muenzherr
22066,65f5a27d54,Dargestellte/r
22066,65f5a27d54,Muenzherr
22067,7688970bbf,Dargestellte/r
22067,7688970bbf,Muenzherr
22068,7688970bbf,Dargestellte/r
22068,e450c8cad2,Dargestellte/r
22068,7688970bbf,Muenzherr
22069,ce57cda476,Dargestellte/r
22069,ce57cda476,Muenzherr
22071,b25f88f948,Dargestellte/r
22071,b25f88f948,Muenzherr
22072,b25f88f948,Dargestellte/r
22072,b25f88f948,Muenzherr
22073,f79a99b3a7,Dargestellte/r
22073,f79a99b3a7,Muenzherr
22076,b25f88f948,Dargestellte/r
22076,b25f88f948,Muenzherr
22077,b25f88f948,Dargestellte/r
22077,b25f88f948,Muenzherr
22080,3e3a5c9d54,Muenzherr
