source_id,target_id,role
06963,6cc9fa6e6f,Dargestellte/r
06963,6cc9fa6e6f,Triumvir RPC
06963,9b53e6119e,Propraetor
06964,7dbf96c137,Muenzmeister (MM Ma)
06965,6cc9fa6e6f,Dargestellte/r
06965,6cc9fa6e6f,Triumvir RPC
06965,9b53e6119e,Propraetor
06966,6cc9fa6e6f,Triumvir RPC
06967,6cc9fa6e6f,Consul
06967,6cc9fa6e6f,Triumvir RPC
06968,6cc9fa6e6f,Dargestellte/r
06968,6cc9fa6e6f,Consul
06968,6cc9fa6e6f,Triumvir RPC
06969,22f26a9d75,Muenzmeister (MM Ma)
06970,6cc9fa6e6f,Dargestellte/r
06970,6cc9fa6e6f,Triumvir RPC
06971,8e11cb826e,Muenzherr
06972,6cc9fa6e6f,Dargestellte/r
06972,6cc9fa6e6f,Triumvir RPC
06973,6cc9fa6e6f,Dargestellte/r
06973,6cc9fa6e6f,Triumvir RPC
06974,6cc9fa6e6f,Dargestellte/r
06974,6cc9fa6e6f,Triumvir RPC
06975,6cc9fa6e6f,Dargestellte/r
06975,6cc9fa6e6f,Triumvir RPC
06976,6cc9fa6e6f,Dargestellte/r
06976,6cc9fa6e6f,Triumvir RPC
06977,6cc9fa6e6f,Dargestellte/r
06977,6cc9fa6e6f,Consul
06977,6cc9fa6e6f,Triumvir RPC
06983,6cc9fa6e6f,Dargestellte/r
06983,6cc9fa6e6f,Triumvir RPC
06984,6cc9fa6e6f,Dargestellte/r
06984,6cc9fa6e6f,Triumvir RPC
06985,b0eebee8de,Muenzmeister (MM Ma)
06988,6cc9fa6e6f,Dargestellte/r
06988,6cc9fa6e6f,Triumvir RPC
06989,6cc9fa6e6f,Dargestellte/r
06990,3c1bd828b5,Muenzmeister (MM Ma)
06991,6cc9fa6e6f,Dargestellte/r
06992,6cc9fa6e6f,Dargestellte/r
06993,6cc9fa6e6f,Dargestellte/r
06994,6cc9fa6e6f,Dargestellte/r
06995,6cc9fa6e6f,Dargestellte/r
06996,6cc9fa6e6f,Dargestellte/r
06997,6cc9fa6e6f,Dargestellte/r
06998,6cc9fa6e6f,Dargestellte/r
06999,6cc9fa6e6f,Dargestellte/r
07000,ce21db7ac2,Muenzmeister (MM Ma)
07001,3c1bd828b5,Muenzmeister (MM Ma)
07003,6cc9fa6e6f,Dargestellte/r
07004,6cc9fa6e6f,Dargestellte/r
07006,6cc9fa6e6f,Dargestellte/r
07007,6cc9fa6e6f,Dargestellte/r
07008,6cc9fa6e6f,Dargestellte/r
07008,6cc9fa6e6f,Consul
07009,1d58e5c059,Muenzherr
07014,6106a6804e,Muenzmeister (MM Nz)
07014,8e11cb826e,Muenzherr
07015,6106a6804e,Muenzmeister (MM Nz)
07015,8e11cb826e,Muenzherr
07016,6106a6804e,Muenzmeister (MM Nz)
07016,8e11cb826e,Muenzherr
07017,6106a6804e,Muenzmeister (MM Nz)
07017,8e11cb826e,Muenzherr
07018,1987d646ea,Muenzmeister (MM Ma)
07019,1987d646ea,Muenzmeister (MM Ma)
07020,1987d646ea,Muenzmeister (MM Ma)
07021,c4c3fb265e,Muenzmeister (MM Ma)
07023,bc5d1ef825,Magistrat (Ant)
07023,73c25e871f,Imperator (Röm. Republik)
07024,371c3fc140,Dargestellte/r
07024,371c3fc140,Muenzherr
07025,73c25e871f,Imperator (Röm. Republik)
07025,f3229a4444,Legatus pro praetore
07030,73c25e871f,Imperator (Röm. Republik)
07030,f3229a4444,Legatus pro praetore
07032,35fbe9ea41,Dargestellte/r
07032,35fbe9ea41,Muenzherr
07032,af5669416b,Stempelschneider
07033,35fbe9ea41,Dargestellte/r
07033,35fbe9ea41,Muenzherr
07033,af5669416b,Stempelschneider
07033,0169ba0e09,Stempelschneider
07034,35fbe9ea41,Dargestellte/r
07034,35fbe9ea41,Muenzherr
07034,cef0065738,Stempelschneider
07035,35fbe9ea41,Dargestellte/r
07035,35fbe9ea41,Muenzherr
07035,cef0065738,Stempelschneider
07035,8a54d562f9,Muenzdirektor (MD)
07036,35fbe9ea41,Dargestellte/r
07036,35fbe9ea41,Muenzherr
07036,b478ffc095,Stempelschneider
07037,35fbe9ea41,Dargestellte/r
07037,35fbe9ea41,Muenzherr
07037,0169ba0e09,Stempelschneider
07038,35fbe9ea41,Dargestellte/r
07038,35fbe9ea41,Muenzherr
07038,af5669416b,Stempelschneider
07039,35fbe9ea41,Dargestellte/r
07039,35fbe9ea41,Muenzherr
07039,af5669416b,Stempelschneider
07040,35fbe9ea41,Dargestellte/r
07040,35fbe9ea41,Muenzherr
07040,af5669416b,Stempelschneider
07041,35fbe9ea41,Dargestellte/r
07041,35fbe9ea41,Muenzherr
07041,af5669416b,Stempelschneider
07042,35fbe9ea41,Dargestellte/r
07042,35fbe9ea41,Muenzherr
07042,ff38510762,Stempelschneider
07058,35fbe9ea41,Dargestellte/r
07058,35fbe9ea41,Muenzherr
07058,ff38510762,Stempelschneider
07061,35fbe9ea41,Muenzherr
07061,1ae5f7698c,Muenzdirektor (MD)
07064,35fbe9ea41,Dargestellte/r
07064,35fbe9ea41,Muenzherr
07065,35fbe9ea41,Dargestellte/r
07065,35fbe9ea41,Muenzherr
07066,35fbe9ea41,Dargestellte/r
07066,35fbe9ea41,Muenzherr
07066,ff38510762,Stempelschneider
07067,2eb4961267,Dargestellte/r
07067,2eb4961267,Muenzherr
07073,317f2b1dcc,Imperator (Röm. Republik)
07073,be8b0f0a62,Muenzmeister (MM Ant)
07074,317f2b1dcc,Imperator (Röm. Republik)
07074,be8b0f0a62,Muenzmeister (MM Ant)
07076,2eb4961267,Dargestellte/r
07076,2eb4961267,Muenzherr
07077,2eb4961267,Dargestellte/r
07077,2eb4961267,Muenzherr
07078,2eb4961267,Dargestellte/r
07078,2eb4961267,Muenzherr
07079,2eb4961267,Dargestellte/r
07079,2eb4961267,Muenzherr
07080,2eb4961267,Dargestellte/r
07080,2eb4961267,Muenzherr
07081,2eb4961267,Dargestellte/r
07081,2eb4961267,Muenzherr
07082,2eb4961267,Dargestellte/r
07082,2eb4961267,Muenzherr
07083,2eb4961267,Dargestellte/r
07083,2eb4961267,Muenzherr
07084,2eb4961267,Dargestellte/r
07084,2eb4961267,Muenzherr
07085,2eb4961267,Dargestellte/r
07085,2eb4961267,Muenzherr
07086,2eb4961267,Dargestellte/r
07086,2eb4961267,Muenzherr
07087,2eb4961267,Muenzherr
07088,2eb4961267,Muenzherr
07089,2eb4961267,Muenzherr
07090,2eb4961267,Muenzherr
07091,2eb4961267,Muenzherr
07094,05b924b404,Muenzmeister (MM Ma)
07098,73c25e871f,Imperator (Röm. Republik)
07098,143f5e3b1b,Muenzmeister (MM Ant)
07099,73c25e871f,Imperator (Röm. Republik)
07099,143f5e3b1b,Muenzmeister (MM Ant)
07100,317f2b1dcc,Imperator (Röm. Republik)
07100,03c861d35a,Legatus
07101,317f2b1dcc,Imperator (Röm. Republik)
07101,03c861d35a,Legatus
07102,317f2b1dcc,Imperator (Röm. Republik)
07102,be8b0f0a62,Muenzmeister (MM Ant)
07105,81ecd816f0,Muenzmeister (MM Ma)
07106,dac6c10941,Muenzmeister (MM Ma)
07107,1f1966afbe,Muenzmeister (MM Ma)
07108,1f1966afbe,Muenzmeister (MM Ma)
07109,3b0f86db16,Muenzmeister (MM Ma)
07110,43dfcc497a,Muenzmeister (MM Ma)
07119,ff54c2b743,Muenzherr
07120,ff54c2b743,Muenzherr
07121,ff54c2b743,Muenzherr
07122,ff54c2b743,Muenzherr
07123,ff54c2b743,Muenzherr
07124,ff54c2b743,Muenzherr
07125,ff54c2b743,Muenzherr
07126,ff54c2b743,Muenzherr
07127,ff54c2b743,Muenzherr
07128,ff54c2b743,Muenzherr
07129,452e7ea823,Dargestellte/r
07129,e7da9bc533,Dargestellte/r
07129,ff54c2b743,Muenzherr
07131,317f2b1dcc,Imperator (Röm. Republik)
07131,be8b0f0a62,Muenzmeister (MM Ant)
07133,317f2b1dcc,Imperator (Röm. Republik)
07133,be8b0f0a62,Muenzmeister (MM Ant)
07134,317f2b1dcc,Imperator (Röm. Republik)
07134,be8b0f0a62,Muenzmeister (MM Ant)
07135,317f2b1dcc,Imperator (Röm. Republik)
07135,be8b0f0a62,Muenzmeister (MM Ant)
07137,317f2b1dcc,Imperator (Röm. Republik)
07137,be8b0f0a62,Muenzmeister (MM Ant)
07138,9170162389,Muenzherr
07139,317f2b1dcc,Imperator (Röm. Republik)
07139,be8b0f0a62,Muenzmeister (MM Ant)
07141,9170162389,Muenzherr
07142,ff54c2b743,Muenzherr
07143,ff54c2b743,Muenzherr
07144,ff54c2b743,Muenzherr
07145,6cc9fa6e6f,Dargestellte/r
07145,ff54c2b743,Muenzherr
07146,6cc9fa6e6f,Dargestellte/r
07146,42229ba8c1,Dargestellte/r
07146,ff54c2b743,Muenzherr
07147,9170162389,Muenzherr
07149,317f2b1dcc,Imperator (Röm. Republik)
07149,be8b0f0a62,Muenzmeister (MM Ant)
07150,317f2b1dcc,Imperator (Röm. Republik)
07150,be8b0f0a62,Muenzmeister (MM Ant)
07151,9170162389,Muenzherr
07152,9170162389,Muenzherr
07153,317f2b1dcc,Imperator (Röm. Republik)
07153,4578cb6240,Legatus
07154,9170162389,Muenzherr
07198,9170162389,Muenzherr
07199,9170162389,Muenzherr
07200,9170162389,Muenzherr
07201,9170162389,Muenzherr
07202,9170162389,Muenzherr
07217,0eb1abefb8,Muenzherr
07224,9170162389,Muenzherr
07225,9170162389,Muenzherr
07226,9170162389,Muenzherr
07227,9170162389,Muenzherr
07228,9170162389,Muenzherr
07229,0eb1abefb8,Muenzherr
07230,9170162389,Muenzherr
07231,9170162389,Muenzherr
07232,0eb1abefb8,Muenzherr
07233,9170162389,Muenzherr
07234,0eb1abefb8,Muenzherr
07235,9170162389,Muenzherr
07236,9170162389,Muenzherr
07237,0eb1abefb8,Muenzherr
07238,0eb1abefb8,Muenzherr
07239,0eb1abefb8,Muenzherr
07240,0eb1abefb8,Muenzherr
07241,0eb1abefb8,Muenzherr
07242,0eb1abefb8,Muenzherr
07249,6cc9fa6e6f,Muenzherr
07249,74517210ae,Imperator (Röm. Republik)
07250,6cc9fa6e6f,Dargestellte/r
07250,6cc9fa6e6f,Imperator (Röm. Republik)
07251,6cc9fa6e6f,Dargestellte/r
07251,6cc9fa6e6f,Imperator (Röm. Republik)
07252,6cc9fa6e6f,Dargestellte/r
07252,6cc9fa6e6f,Imperator (Röm. Republik)
07253,6cc9fa6e6f,Dargestellte/r
07253,6cc9fa6e6f,Imperator (Röm. Republik)
07254,6cc9fa6e6f,Dargestellte/r
07254,6cc9fa6e6f,Imperator (Röm. Republik)
07255,6cc9fa6e6f,Dargestellte/r
07255,6cc9fa6e6f,Imperator (Röm. Republik)
07256,6cc9fa6e6f,Dargestellte/r
07256,6cc9fa6e6f,Imperator (Röm. Republik)
07257,6cc9fa6e6f,Dargestellte/r
07257,6cc9fa6e6f,Imperator (Röm. Republik)
07258,6cc9fa6e6f,Dargestellte/r
07258,6cc9fa6e6f,Imperator (Röm. Republik)
07259,6cc9fa6e6f,Imperator (Röm. Republik)
07260,6cc9fa6e6f,Dargestellte/r
07260,6cc9fa6e6f,Imperator (Röm. Republik)
07262,6cc9fa6e6f,Dargestellte/r
07262,6cc9fa6e6f,Imperator (Röm. Republik)
07264,6cc9fa6e6f,Dargestellte/r
07264,6cc9fa6e6f,Muenzherr
07264,6cc9fa6e6f,Imperator (Röm. Republik)
07265,6cc9fa6e6f,Dargestellte/r
07265,6cc9fa6e6f,Imperator (Röm. Republik)
07267,6cc9fa6e6f,Dargestellte/r
07267,6cc9fa6e6f,Imperator (Röm. Republik)
07268,6cc9fa6e6f,Dargestellte/r
07268,6cc9fa6e6f,Imperator (Röm. Republik)
07280,6cc9fa6e6f,Dargestellte/r
07280,6cc9fa6e6f,Imperator (Röm. Republik)
07281,6cc9fa6e6f,Dargestellte/r
07281,6cc9fa6e6f,Imperator (Röm. Republik)
07282,6cc9fa6e6f,Dargestellte/r
07282,6cc9fa6e6f,Imperator (Röm. Republik)
07283,6cc9fa6e6f,Dargestellte/r
07283,6cc9fa6e6f,Imperator (Röm. Republik)
07285,6cc9fa6e6f,Dargestellte/r
07285,6cc9fa6e6f,Imperator (Röm. Republik)
07286,6cc9fa6e6f,Dargestellte/r
07286,6cc9fa6e6f,Imperator (Röm. Republik)
07287,6cc9fa6e6f,Dargestellte/r
07287,6cc9fa6e6f,Imperator (Röm. Republik)
07288,6cc9fa6e6f,Dargestellte/r
07288,6cc9fa6e6f,Imperator (Röm. Republik)
07289,6cc9fa6e6f,Dargestellte/r
07289,6cc9fa6e6f,Imperator (Röm. Republik)
07290,6cc9fa6e6f,Dargestellte/r
07290,6cc9fa6e6f,Imperator (Röm. Republik)
07291,6cc9fa6e6f,Imperator (Röm. Republik)
07292,6cc9fa6e6f,Imperator (Röm. Republik)
07293,6cc9fa6e6f,Imperator (Röm. Republik)
07294,6cc9fa6e6f,Imperator (Röm. Republik)
07295,6cc9fa6e6f,Dargestellte/r
07295,6cc9fa6e6f,Imperator (Röm. Republik)
07296,6cc9fa6e6f,Dargestellte/r
07296,6cc9fa6e6f,Imperator (Röm. Republik)
07297,6cc9fa6e6f,Dargestellte/r
07297,6cc9fa6e6f,Imperator (Röm. Republik)
07298,6cc9fa6e6f,Dargestellte/r
07298,6cc9fa6e6f,Imperator (Röm. Republik)
07299,74517210ae,Imperator (Röm. Republik)
07299,6cc9fa6e6f,Imperator (Röm. Republik)
07300,74517210ae,Imperator (Röm. Republik)
07300,6cc9fa6e6f,Imperator (Röm. Republik)
07302,6cc9fa6e6f,Dargestellte/r
07302,6cc9fa6e6f,Muenzherr
07305,9170162389,Muenzherr
07309,c1624c01dd,Entwurf
07309,e501cf3d40,Entwurf
07309,74a3c1f999,Dargestellte/r
07310,1efdb4943a,Entwurf
07310,4a79260dc6,Entwurf
07318,e501cf3d40,Entwurf
07318,b5ec4016f2,"Geehrte/r (ohne Bildnis, Med./Gedenkmzn)"
07325,6cc9fa6e6f,Dargestellte/r
07325,6cc9fa6e6f,Muenzherr
07326,6cc9fa6e6f,Dargestellte/r
07326,6cc9fa6e6f,Muenzherr
07327,6cc9fa6e6f,Dargestellte/r
07327,6cc9fa6e6f,Muenzherr
07328,6cc9fa6e6f,Dargestellte/r
07328,6cc9fa6e6f,Muenzherr
07329,6cc9fa6e6f,Dargestellte/r
07329,6cc9fa6e6f,Muenzherr
07330,6cc9fa6e6f,Dargestellte/r
07330,6cc9fa6e6f,Muenzherr
07331,6cc9fa6e6f,Dargestellte/r
07331,6cc9fa6e6f,Muenzherr
07332,6cc9fa6e6f,Dargestellte/r
07332,6cc9fa6e6f,Muenzherr
07333,6cc9fa6e6f,Dargestellte/r
07333,6cc9fa6e6f,Muenzherr
07334,6cc9fa6e6f,Dargestellte/r
07334,6cc9fa6e6f,Muenzherr
07335,6cc9fa6e6f,Dargestellte/r
07335,6cc9fa6e6f,Muenzherr
07336,6cc9fa6e6f,Dargestellte/r
07336,6cc9fa6e6f,Muenzherr
07337,6cc9fa6e6f,Dargestellte/r
07337,6cc9fa6e6f,Muenzherr
07338,6cc9fa6e6f,Dargestellte/r
07338,6cc9fa6e6f,Muenzherr
07339,6cc9fa6e6f,Dargestellte/r
07339,6cc9fa6e6f,Muenzherr
07344,e501cf3d40,Entwurf
07344,51ce393a75,"Geehrte/r (ohne Bildnis, Med./Gedenkmzn)"
07351,4e638527a4,Dargestellte/r
07351,4e638527a4,Muenzherr
07358,1203b9fe1c,Muenzherr
07359,1203b9fe1c,Muenzherr
07397,9dfdab781b,Dargestellte/r
07401,0e59f02dd1,Magistrat (Ant)
07408,ff54c2b743,Dargestellte/r
07452,beaba2b79d,Dargestellte/r
07452,beaba2b79d,Muenzherr
07455,0eb76ab8d5,Entwurf
07455,4c0a425681,Entwurf
07455,7b968b7d2c,Dargestellte/r
07462,84dbf54e76,Muenzmeister (MM Ma)
07463,9f3de41d4d,Muenzmeister (MM Ma)
07464,9f3de41d4d,Muenzmeister (MM Ma)
07465,d38fe1a248,Muenzmeister (MM Ma)
07465,50b800bc7f,Muenzmeister (MM Ma)
07466,50b800bc7f,Muenzmeister (MM Ma)
07469,0d68894081,Entwurf
07469,bfa5ed3fc4,"Geehrte/r (ohne Bildnis, Med./Gedenkmzn)"
07471,0d68894081,Entwurf
07471,135ef795af,Dargestellte/r
07473,fc7daf747a,Imperator (Röm. Republik)
07474,371c3fc140,Dargestellte/r
07474,371c3fc140,Muenzherr
07475,fc7daf747a,Imperator (Röm. Republik)
07476,fc7daf747a,Imperator (Röm. Republik)
07477,fc7daf747a,Imperator (Röm. Republik)
07478,a9c344fa74,Muenzmeister (MM Ma)
07479,a9c344fa74,Muenzmeister (MM Ma)
07480,a82cdd393b,Muenzmeister (MM Ma)
07481,fc7daf747a,Imperator (Röm. Republik)
07482,92961b37c1,Muenzmeister (MM Ma)
07483,6cc9fa6e6f,Dargestellte/r
07483,6cc9fa6e6f,Muenzherr
07485,6cc9fa6e6f,Dargestellte/r
07485,6cc9fa6e6f,Muenzherr
07486,6cc9fa6e6f,Dargestellte/r
07486,6cc9fa6e6f,Muenzherr
07487,6cc9fa6e6f,Dargestellte/r
07487,6cc9fa6e6f,Muenzherr
07488,6cc9fa6e6f,Dargestellte/r
07488,6cc9fa6e6f,Muenzherr
07489,6cc9fa6e6f,Dargestellte/r
07489,6cc9fa6e6f,Muenzherr
07490,6cc9fa6e6f,Dargestellte/r
07490,6cc9fa6e6f,Muenzherr
07491,6cc9fa6e6f,Dargestellte/r
07491,6cc9fa6e6f,Muenzherr
07492,6cc9fa6e6f,Dargestellte/r
07492,6cc9fa6e6f,Muenzherr
07493,6cc9fa6e6f,Dargestellte/r
07493,6cc9fa6e6f,Muenzherr
07494,f272a1505f,Muenzmeister (MM Ma)
07495,6cc9fa6e6f,Dargestellte/r
07495,6cc9fa6e6f,Muenzherr
07496,6cc9fa6e6f,Dargestellte/r
07496,6cc9fa6e6f,Muenzherr
07497,6cc9fa6e6f,Dargestellte/r
07497,6cc9fa6e6f,Muenzherr
07498,6cc9fa6e6f,Dargestellte/r
07498,6cc9fa6e6f,Muenzherr
07499,6cc9fa6e6f,Dargestellte/r
07499,6cc9fa6e6f,Muenzherr
07500,6cc9fa6e6f,Dargestellte/r
07500,6cc9fa6e6f,Muenzherr
07501,89d61d8bea,Muenzmeister (MM Ma)
07502,6cc9fa6e6f,Dargestellte/r
07502,6cc9fa6e6f,Muenzherr
07503,6cc9fa6e6f,Dargestellte/r
07503,6cc9fa6e6f,Muenzherr
07504,6cc9fa6e6f,Dargestellte/r
07504,6cc9fa6e6f,Muenzherr
07505,6cc9fa6e6f,Dargestellte/r
07505,6cc9fa6e6f,Muenzherr
07506,6cc9fa6e6f,Dargestellte/r
07506,6cc9fa6e6f,Muenzherr
07507,6cc9fa6e6f,Dargestellte/r
07507,6cc9fa6e6f,Muenzherr
07508,6cc9fa6e6f,Dargestellte/r
07508,6cc9fa6e6f,Muenzherr
07509,6cc9fa6e6f,Dargestellte/r
07509,6cc9fa6e6f,Muenzherr
07510,6cc9fa6e6f,Dargestellte/r
07510,6cc9fa6e6f,Muenzherr
07511,6cc9fa6e6f,Dargestellte/r
07511,6cc9fa6e6f,Muenzherr
07512,6cc9fa6e6f,Dargestellte/r
07512,6cc9fa6e6f,Muenzherr
07513,6cc9fa6e6f,Dargestellte/r
07513,6cc9fa6e6f,Muenzherr
07514,6cc9fa6e6f,Dargestellte/r
07514,6cc9fa6e6f,Muenzherr
07515,6cc9fa6e6f,Dargestellte/r
07515,6cc9fa6e6f,Muenzherr
07516,6cc9fa6e6f,Dargestellte/r
07516,6cc9fa6e6f,Muenzherr
07517,89d61d8bea,Muenzmeister (MM Ma)
07518,fc7daf747a,Imperator (Röm. Republik)
07519,6cc9fa6e6f,Dargestellte/r
07519,6cc9fa6e6f,Muenzherr
07520,6cc9fa6e6f,Dargestellte/r
07520,6cc9fa6e6f,Muenzherr
07521,6cc9fa6e6f,Dargestellte/r
07521,6cc9fa6e6f,Muenzherr
07522,6cc9fa6e6f,Dargestellte/r
07522,6cc9fa6e6f,Muenzherr
07523,6cc9fa6e6f,Dargestellte/r
07523,6cc9fa6e6f,Muenzherr
07524,6cc9fa6e6f,Dargestellte/r
07524,6cc9fa6e6f,Muenzherr
07525,6cc9fa6e6f,Dargestellte/r
07525,6cc9fa6e6f,Muenzherr
07526,2b9b96818c,Muenzmeister (MM Ma)
07527,6cc9fa6e6f,Dargestellte/r
07527,6cc9fa6e6f,Muenzherr
07529,6cc9fa6e6f,Dargestellte/r
07529,6cc9fa6e6f,Muenzherr
07530,6cc9fa6e6f,Dargestellte/r
07530,6cc9fa6e6f,Muenzherr
07531,6cc9fa6e6f,Dargestellte/r
07531,6cc9fa6e6f,Muenzherr
07532,6cc9fa6e6f,Dargestellte/r
07532,6cc9fa6e6f,Muenzherr
07533,6cc9fa6e6f,Dargestellte/r
07533,6cc9fa6e6f,Muenzherr
07534,6cc9fa6e6f,Dargestellte/r
07534,6cc9fa6e6f,Muenzherr
07535,6cc9fa6e6f,Dargestellte/r
07535,6cc9fa6e6f,Muenzherr
07536,6cc9fa6e6f,Dargestellte/r
07536,6cc9fa6e6f,Muenzherr
07537,6cc9fa6e6f,Dargestellte/r
07537,6cc9fa6e6f,Muenzherr
07538,6cc9fa6e6f,Dargestellte/r
07538,6cc9fa6e6f,Muenzherr
07539,bebb41dd1a,Muenzmeister (MM Ma)
07541,8f2013a9be,Muenzmeister (MM Ma)
07543,5b39097398,Muenzmeister (MM Ma)
07544,647f8ab1f0,Muenzmeister (MM Ma)
07545,05f0ac8fdc,Muenzmeister (MM Ma)
07546,a2ec284269,Muenzmeister (MM Ma)
07547,a2ec284269,Muenzmeister (MM Ma)
07548,8d9df3c3fc,Muenzmeister (MM Ma)
07549,2ccb8d1d52,Muenzmeister (MM Ma)
07550,8d9df3c3fc,Muenzmeister (MM Ma)
07551,b1134ea75b,Muenzmeister (MM Ma)
07552,6cc9fa6e6f,Dargestellte/r
07552,6cc9fa6e6f,Muenzherr
07553,6cc9fa6e6f,Dargestellte/r
07553,6cc9fa6e6f,Muenzherr
07554,6cc9fa6e6f,Dargestellte/r
07554,6cc9fa6e6f,Muenzherr
07555,6cc9fa6e6f,Dargestellte/r
07555,6cc9fa6e6f,Muenzherr
07556,6cc9fa6e6f,Dargestellte/r
07556,6cc9fa6e6f,Muenzherr
07557,6cc9fa6e6f,Dargestellte/r
07557,6cc9fa6e6f,Muenzherr
07558,6cc9fa6e6f,Dargestellte/r
07558,6cc9fa6e6f,Muenzherr
07559,6cc9fa6e6f,Dargestellte/r
07559,6cc9fa6e6f,Muenzherr
07560,a030afbf9e,Muenzherr
07561,6cc9fa6e6f,Dargestellte/r
07561,6cc9fa6e6f,Muenzherr
07562,6cc9fa6e6f,Dargestellte/r
07562,6cc9fa6e6f,Muenzherr
07563,6cc9fa6e6f,Dargestellte/r
07563,6cc9fa6e6f,Muenzherr
07564,4bfae3eb9b,Muenzmeister (MM Ma)
07565,743edd3a95,Muenzmeister (MM Ma)
07566,44ae7a0c01,Muenzmeister (MM Ma)
07567,6cc9fa6e6f,Muenzherr
07568,6cc9fa6e6f,Muenzherr
07569,6cc9fa6e6f,Muenzherr
07570,84a1ae0370,Muenzmeister (MM Ma)
07571,6cc9fa6e6f,Muenzherr
07572,6cc9fa6e6f,Muenzherr
07573,6cc9fa6e6f,Muenzherr
07574,6cc9fa6e6f,Dargestellte/r
07574,6cc9fa6e6f,Muenzherr
07575,6cc9fa6e6f,Dargestellte/r
07575,6cc9fa6e6f,Muenzherr
07576,6cc9fa6e6f,Dargestellte/r
07576,6cc9fa6e6f,Muenzherr
07577,6cc9fa6e6f,Dargestellte/r
07577,6cc9fa6e6f,Muenzherr
07578,6cc9fa6e6f,Dargestellte/r
07578,6cc9fa6e6f,Muenzherr
07579,6cc9fa6e6f,Dargestellte/r
07579,6cc9fa6e6f,Muenzherr
07580,6cc9fa6e6f,Dargestellte/r
07580,6cc9fa6e6f,Muenzherr
07581,255b59ecce,Muenzmeister (MM Ma)
07582,6cc9fa6e6f,Dargestellte/r
07582,6cc9fa6e6f,Muenzherr
07583,6cc9fa6e6f,Dargestellte/r
07583,6cc9fa6e6f,Muenzherr
07584,6cc9fa6e6f,Dargestellte/r
07584,6cc9fa6e6f,Muenzherr
07585,6cc9fa6e6f,Dargestellte/r
07585,6cc9fa6e6f,Muenzherr
07586,6cc9fa6e6f,Dargestellte/r
07586,6cc9fa6e6f,Muenzherr
07587,6cc9fa6e6f,Dargestellte/r
07587,6cc9fa6e6f,Muenzherr
07588,6cc9fa6e6f,Dargestellte/r
07588,6cc9fa6e6f,Muenzherr
07589,6cc9fa6e6f,Dargestellte/r
07589,6cc9fa6e6f,Muenzherr
07590,6cc9fa6e6f,Dargestellte/r
07590,6cc9fa6e6f,Muenzherr
07591,6cc9fa6e6f,Dargestellte/r
07591,6cc9fa6e6f,Muenzherr
07593,81ab8385cd,Muenzmeister (MM Ma)
07594,81ecc73c7d,Muenzmeister (MM Ma)
07595,47639b1a89,Muenzmeister (MM Ma)
07596,6cc9fa6e6f,Dargestellte/r
07596,6cc9fa6e6f,Muenzherr
07597,6cc9fa6e6f,Dargestellte/r
07597,6cc9fa6e6f,Muenzherr
07598,6cc9fa6e6f,Dargestellte/r
07598,6cc9fa6e6f,Muenzherr
07599,6cc9fa6e6f,Dargestellte/r
07599,6cc9fa6e6f,Muenzherr
07600,6cc9fa6e6f,Dargestellte/r
07600,6cc9fa6e6f,Muenzherr
07601,6cc9fa6e6f,Dargestellte/r
07601,6cc9fa6e6f,Muenzherr
07602,6cc9fa6e6f,Dargestellte/r
07602,6cc9fa6e6f,Muenzherr
07603,6cc9fa6e6f,Dargestellte/r
07603,6cc9fa6e6f,Muenzherr
07604,6cc9fa6e6f,Dargestellte/r
07604,6cc9fa6e6f,Muenzherr
07605,6cc9fa6e6f,Dargestellte/r
07605,6cc9fa6e6f,Muenzherr
07606,6cc9fa6e6f,Dargestellte/r
07606,6cc9fa6e6f,Muenzherr
07607,6cc9fa6e6f,Dargestellte/r
07607,6cc9fa6e6f,Muenzherr
07608,6cc9fa6e6f,Dargestellte/r
07608,6cc9fa6e6f,Muenzherr
07609,6cc9fa6e6f,Dargestellte/r
07609,6cc9fa6e6f,Muenzherr
07610,6cc9fa6e6f,Dargestellte/r
07610,6cc9fa6e6f,Muenzherr
07611,6cc9fa6e6f,Dargestellte/r
07611,6cc9fa6e6f,Muenzherr
07612,6cc9fa6e6f,Dargestellte/r
07612,6cc9fa6e6f,Muenzherr
07613,6cc9fa6e6f,Dargestellte/r
07613,6cc9fa6e6f,Muenzherr
07614,6cc9fa6e6f,Dargestellte/r
07614,6cc9fa6e6f,Muenzherr
07615,6cc9fa6e6f,Dargestellte/r
07615,6cc9fa6e6f,Muenzherr
07616,6cc9fa6e6f,Dargestellte/r
07616,6cc9fa6e6f,Muenzherr
07617,6cc9fa6e6f,Dargestellte/r
07617,6cc9fa6e6f,Muenzherr
07618,6cc9fa6e6f,Dargestellte/r
07618,6cc9fa6e6f,Muenzherr
07619,6cc9fa6e6f,Dargestellte/r
07619,6cc9fa6e6f,Muenzherr
07620,6cc9fa6e6f,Dargestellte/r
07620,6cc9fa6e6f,Muenzherr
07621,6cc9fa6e6f,Dargestellte/r
07621,6cc9fa6e6f,Muenzherr
07622,6cc9fa6e6f,Dargestellte/r
07622,6cc9fa6e6f,Muenzherr
07623,6cc9fa6e6f,Dargestellte/r
07623,6cc9fa6e6f,Muenzherr
07624,6cc9fa6e6f,Dargestellte/r
07624,6cc9fa6e6f,Muenzherr
07625,6cc9fa6e6f,Dargestellte/r
07625,6cc9fa6e6f,Muenzherr
