id,title,date_earliest,date_latest,production_country,production_region,production_minting_place
00511,Constantius II.,317,361,Türkei,Oriens,Antiochia (Antakya)
00513,Breisach: Stadt,1633,1633,Deutschland,Breisgau,Breisach
00514,Honorius,384,423,Türkei,Thrakien,Konstantinopolis (Istanbul)
00515,Honorius,384,423,Türkei,Thrakien,Konstantinopolis (Istanbul)
00516,Arcadius,377,408,Türkei,Thrakien,Konstantinopolis (Istanbul)
00518,Arcadius,377,408,Italien,Italia,Mailand
00519,Constantinus III.,407,411,Frankreich,Gallia,Lyon
00520,Constantinus III.,408,411,Frankreich,Gallia,Lyon
00521,Priscus Attalus,409,410,Italien,Italia,Rom
00522,Iovinus,411,413,Deutschland,Gallia,Trier
00523,Iovinus,411,413,Deutschland,Gallia,Trier
00524,Constantius III.,421,411,Italien,Italia,Ravenna
00525,Augustus,-63,14,Spanien,Hispania,Saragossa (Colonia Caesaraugusta)?
00526,Divus Augustus,-63,14,Italien,Italia,Rom
00527,Antonia (Minor),-36,37,Italien,Italia,Rom
00528,Tiberius,-42,37,Italien,Italia,Rom
00529,Caligula,12,19,Italien,Italia,Rom
00530,Caligula,12,41,Italien,Italia,Rom
00531,Claudius,-10,54,Italien,Italia,Rom
00532,Nero und Agrippina (Minor),-10,54,Italien,Italia,Rom
00534,Sachsen-Coburg-Eisenach,1529,1595,Deutschland,Thüringen,Gotha
00536,Galla Placidia,419,450,Italien,Italia,Rom
00537,Iohannes,423,425,Italien,Italia,Ravenna
00538,Theodosius II.,401,450,Türkei,Thrakien,Konstantinopolis (Istanbul)
00539,Theodosius II.,401,450,Türkei,Thrakien,Konstantinopolis (Istanbul)
00540,Theodosius II.,401,450,Türkei,Thrakien,Konstantinopolis (Istanbul)
00541,Aelia Eudocia,401,460,Türkei,Thrakien,Konstantinopolis (Istanbul)
00542,Westgoten: Pseudoimperial,419,455,Frankreich,Gallia,
00543,Licinia Eudoxia,422,493,Italien,Italia,Ravenna
00544,Iusta Grata Honoria,417,455,Italien,Italia,Ravenna
00545,Petronius Maximus,396,455,Italien,Italia,Rom
00546,Marcianus,450,457,Türkei,Thrakien,Konstantinopolis (Istanbul)
00547,Aelia Pulcheria,399,453,Türkei,Thrakien,Konstantinopolis (Istanbul)
00548,Avitus,385,457,Frankreich,Gallia,Arles
00549,Maioranus,457,461,Italien,Italia,Ravenna
00550,Avitus,385,457,Italien,Italia,Mailand
00551,Leo I.,462,474,Griechenland,Makedonien,Thessaloniki
00552,Kosel: Stadt,1696,1762,Polen,Schlesien,Kosel (Koźle)
00553,Landau: Stadt,1702,1702,Deutschland,Pfalz,Landau
00556,Leipzig: Stadt,1756,1763,Deutschland,Sachsen,Leipzig
00558,Aelia Verina,457,484,Türkei,Thrakien,Konstantinopolis (Istanbul)
00559,Aelia Verina,457,484,Türkei,Thrakien,Konstantinopolis (Istanbul)
00560,Westgoten: Pseudoimperial,461,465,Frankreich,Gallia,
00561,Anthemius,467,472,Italien,Italia,Mailand
00562,Glycerius,473,474,Italien,Italia,Ravenna
00563,Iulius Nepos,474,480,Italien,Italia,Ravenna
00564,Romulus (Augustulus),475,476,Italien,Italia,Mailand
00565,Leo II. und Zeno,467,491,Türkei,Thrakien,Konstantinopolis (Istanbul)
00566,Basiliscus,475,476,Türkei,Thrakien,Konstantinopolis (Istanbul)
00567,Basiliscus und Marcus,475,476,Türkei,Thrakien,Konstantinopolis (Istanbul)
00568,Zeno,476,491,Türkei,Thrakien,Konstantinopolis (Istanbul)
00569,Ariadne,450,515,Türkei,Thrakien,Konstantinopolis (Istanbul)
00570,Zeno,480,491,Italien,Italia,Mailand
00573,Korinth,-400,-300,Griechenland,Achaia,Korinth
00574,Korinth,-350,-300,Griechenland,Achaia,Korinth
00575,Korinth,-400,-300,Griechenland,Achaia,Korinth
00576,Mansfeld-Hinterort,1480,1560,Deutschland,Anhalt,Eisleben?
00577,Korinth,-400,-300,Griechenland,Achaia,Korinth
00578,Korinth,-400,-300,Griechenland,Achaia,Korinth
00579,Minden: Stadt,1634,1634,Deutschland,Westfalen,Minden
00580,Münster: Stadt,1660,1660,Deutschland,Westfalen,Münster
00581,Korinth,-400,-300,Griechenland,Achaia,Korinth
00584,Korinth,-400,-300,Griechenland,Achaia,Korinth
00585,Korinth,-400,-300,Griechenland,Achaia,Korinth
00586,Korinth,-400,-300,Griechenland,Achaia,Korinth
00587,Korinth,-400,-300,Griechenland,Achaia,Korinth
00588,Korinth,-400,-300,Griechenland,Achaia,Korinth
00589,Korinth,-400,-300,Griechenland,Achaia,Korinth
00590,Korinth,-400,-300,Griechenland,Achaia,Korinth
00591,Korinth,-400,-300,Griechenland,Achaia,Korinth
00592,Korinth,-350,-200,Griechenland,Achaia,Korinth
00593,Korinth,-350,-200,Griechenland,Achaia,Korinth
00594,Korinth,-350,-200,Griechenland,Achaia,Korinth
00595,Korinth,-350,-200,Griechenland,Achaia,Korinth
00596,Hadrianus,76,138,Italien,Italia,Rom
00597,Hadrianus,76,138,Italien,Italia,Rom
00598,Hadrianus,76,138,Italien,Italia,Rom
00599,Hadrianus,76,138,Italien,Italia,Rom
00600,Hadrianus,76,138,Italien,Italia,Rom
00601,Hadrianus,76,138,Italien,Italia,Rom
00602,Hadrianus,76,138,Italien,Italia,Rom
00603,Hadrianus,76,138,Italien,Italia,Rom
00604,Hadrianus,76,138,Italien,Italia,Rom
00605,Otho,32,69,Italien,Italia,Rom
00606,Vespasianus,9,79,Italien,Italia,Rom
00607,Titus,39,81,Italien,Italia,Rom
00608,Domitianus,51,96,Italien,Italia,Rom
00609,Traianus,53,117,Italien,Italia,Rom
00610,Traianus,53,117,Italien,Italia,Rom
00611,Sabina,86,136,Italien,Italia,Rom
00612,Hadrianus,76,138,Italien,Italia,Rom
00613,Hadrianus,76,138,Italien,Italia,Rom
00614,Diva Faustina (Maior),86,161,Italien,Italia,Rom
00615,Marcus Aurelius,121,180,Italien,Italia,Rom
00616,Augustus,-63,14,Frankreich,Gallia,Nîmes
00618,Augustus,-63,14,Spanien,Hispania,Colonia Patricia (Cordoba)?
00620,Apameia,146,211,Türkei,Phrygien,Apameia (Kibotos)
00621,Pergamon,121,180,Türkei,Mysien,Pergamon
00623,Augustus,-63,14,Spanien,Hispania,Colonia Patricia (Cordoba)?
00624,Augustus,-63,14,Griechenland,Achaia,
00626,Augustus,-63,14,Italien,Italia,Rom
00627,Augustus,-63,14,Italien,Italia,Rom
00628,Augustus,-63,14,Italien,Italia,Rom
00629,Augustus,-63,14,Italien,Italia,Rom
00630,Smyrna,198,202,Türkei,Ionien,Smyrna
00641,Samos,200,262,Griechenland,Ionische Inseln,Samos
00643,Halikarnassos,76,138,Türkei,Karien,Halikarnassos
00645,Constantius II.,317,361,Deutschland,Gallia,Trier
00646,Elis: Zeus des Phidias,76,138,Griechenland,Elis,Elis
00648,Constantinus I.,306,337,Italien,Italia,Rom
00649,Constantinus I.,324,337,Türkei,Pontos,Nikomedia (Izmit)
00650,Constantinus I.,335,337,Türkei,Pontos,Nikomedia (Izmit)
00651,Constantinus I.,330,337,Türkei,Thrakien,Konstantinopolis (Istanbul)
00663,Constantinus I.,326,337,Italien,Italia,Rom
00665,Tacitus,200,276,Kroatien,Pannonien,Siscia (Sisak)
00666,Valerianus I.,200,262,Italien,Italia,Mailand
00667,Gallienus,213,268,Italien,Italia,Rom
00668,Salonina,213,268,Deutschland,Germania,Köln
00669,Gallienus,213,268,Italien,Italia,Rom
00670,Salonina,213,268,Italien,Italia,Rom
00671,Valerianus I.,200,262,Italien,Italia,Rom
00672,Gallienus,213,268,Italien,Italia,Rom
00673,Salonina,213,268,Italien,Italia,Rom
00674,Valerianus I.,200,262,Serbien,Moesien,Viminacium (bei Kostolac)
00675,Valerianus I.,200,262,Serbien,Moesien,Viminacium (bei Kostolac)
00676,Diva Mariniana,200,253,Italien,Italia,Rom
00677,Diva Mariniana,200,253,Italien,Italia,Rom
00678,Gallienus,213,268,Türkei,Syria,Antiochia (Antakya)
00679,Gallienus,213,268,Türkei,Syria,Antiochia (Antakya)
00681,Constantinus I.,313,337,Deutschland,Gallia,Trier
00682,Constantinus I.,310,337,Deutschland,Gallia,Trier
00683,Constantinus I.,250,337,Deutschland,Gallia,Trier
00684,Bizye,204,249,Türkei,Thrakien,Bizye
00685,Constantinus I.,330,337,Türkei,Pontos,Nikomedia (Izmit)
00686,Constantinus I.,311,337,Deutschland,Gallia,Trier
00687,Constantinus I.,250,337,Italien,Italia,Rom
00688,Constantinus I.,307,337,Deutschland,Gallia,Trier
00689,Constantinus I.,250,337,Deutschland,Gallia,Trier
00690,Constantinus I.,250,337,Deutschland,Gallia,Trier
00691,Constantinus I.,321,337,Deutschland,Gallia,Trier
00692,Constantinus I.,325,337,Deutschland,Gallia,Trier
00693,Gallienus,213,268,Kroatien,Pannonien,Siscia (Sisak)
00694,Gallienus,213,268,Italien,Italia,Rom
00695,Lucius Verus,130,169,Italien,Italia,Rom
00696,Commodus,161,192,Italien,Italia,Rom
00697,Commodus,161,192,Italien,Italia,Rom
00698,Pertinax,126,193,Italien,Italia,Rom
00699,Septimius Severus,146,211,Italien,Italia,Rom
00700,Caracalla,188,217,Italien,Italia,Rom
00701,Salonina,213,268,Italien,Italia,Rom
00702,Salonina,213,268,Italien,Italia,Rom
00703,Valerianus II.,213,258,Deutschland,Germania,Köln
00704,Valerianus II.,213,258,Deutschland,Germania,Köln
00705,Saloninus,213,260,Italien,Italia,Rom
00706,Saloninus,213,260,Italien,Italia,Rom
00707,Claudius Gothicus,214,270,Italien,Italia,Rom
00712,Claudius Gothicus,214,270,Italien,Italia,Rom
00720,Quintillus,270,270,Italien,Italia,Mailand
00721,Quintillus,270,270,Italien,Italia,Mailand
00722,Aurelianus,214,275,Kroatien,Pannonien,Siscia (Sisak)
00730,Aurelianus,214,275,Bulgarien,Dakien,Serdica
00731,Aurelianus,214,275,Bulgarien,Dakien,Serdica?
00732,Aurelianus,214,275,Italien,Italia,Ticinum-Pavia
00733,Aurelianus,214,275,Italien,Italia,Ticinum-Pavia
00734,Caracalla,188,217,Italien,Italia,Rom
00735,Diadumenianus,208,218,Italien,Italia,Rom
00736,Elagabalus,203,222,Italien,Italia,Rom
00737,Sallustia Orbiana,208,235,Italien,Italia,Rom
00738,Maximinus Thrax,172,238,Italien,Italia,Rom
00739,Philippus I.,204,249,Italien,Italia,Rom
00740,Otacilia Severa,204,249,Italien,Italia,Rom
00741,Aurelianus,214,275,Italien,Italia,Rom
00742,Severina,214,275,Italien,Italia,Rom
00743,Severina,214,275,Italien,Italia,Rom
00744,Severina,214,275,Italien,Italia,Rom
00745,Severina,214,275,Italien,Italia,Rom
00746,Perinthos,208,235,Türkei,Thrakien,Perinthos (Herakleia)
00749,Philippus II.,237,249,Italien,Italia,Rom
00750,Traianus Decius,190,251,Italien,Italia,Rom
00751,Trebonianus Gallus,206,253,Italien,Italia,Rom
00752,Gallienus,213,268,Italien,Italia,Mailand
00753,Aurelianus und Vaballathus,214,273,Türkei,Syria,Antiochia (Antakya)
00754,Aurelianus und Vaballathus,214,273,Türkei,Syria,Antiochia (Antakya)
00755,Tacitus,200,276,Italien,Italia,Ticinum-Pavia
00756,Tacitus,200,276,Italien,Italia,Ticinum-Pavia
00757,Florianus,276,276,Italien,Italia,Ticinum-Pavia
00758,Florianus,276,276,Italien,Italia,Ticinum-Pavia
00759,Probus,232,282,Kroatien,Pannonien,Siscia (Sisak)
00760,Carus,223,283,Kroatien,Pannonien,Siscia (Sisak)
00761,Numerianus,253,284,Italien,Italia,Rom
00762,Carinus,250,285,Kroatien,Pannonien,Siscia (Sisak)
00763,Magnia Urbica,250,285,Italien,Italia,Rom
00764,Divus Nigrinianus,250,284,Italien,Italia,Rom
00765,Diocletianus,245,313,Türkei,Pontos,Kyzikos
00766,Tiberius,-42,37,Frankreich,Gallia,Lyon
00769,Caesarea: Marcus Aurelius,121,180,Türkei,Kappadokien,Caesarea (Kayseri)
00770,Maximianus Herculius,250,310,Türkei,Pontos,Kyzikos
00771,Caesarea: Marcus Aurelius,121,180,Türkei,Kappadokien,Caesarea (Kayseri)
00772,Probus,232,282,Italien,Italia,Rom
00773,Probus,232,282,Italien,Italia,Rom
00774,Carus,223,283,Frankreich,Gallia,Lyon
00775,Carus,223,283,Frankreich,Gallia,Lyon
00777,Numerianus,253,284,Italien,Italia,Rom
00778,Numerianus,253,284,Italien,Italia,Rom
00779,Carinus,250,285,Italien,Italia,Ticinum-Pavia
00780,Carinus,250,285,Italien,Italia,Ticinum-Pavia
00781,Magnia Urbica,250,285,Italien,Italia,Rom
00782,Magnia Urbica,250,285,Italien,Italia,Rom
00785,Makedonien: Alexandros I.,-480,-454,Griechenland,Makedonien,
00787,Divus Nigrinianus,250,284,Italien,Italia,Rom
00788,Iulia Domna,170,217,Italien,Italia,Rom
00789,Divus Nigrinianus,250,284,Italien,Italia,Rom
00790,Uranius Antoninus,253,254,Syrische Arabische Republik,Syria,Emesa (Homs)
00791,Severus Alexander,208,235,Italien,Italia,Rom
00792,Macrianus,260,261,Türkei,Kommagene,Samosata (Samsat)
00793,Macrianus,260,261,Türkei,Kommagene,Samosata (Samsat)
00794,Constantius II.,317,361,Kroatien,Pannonien,Siscia (Sisak)
00795,Constantinus I.,336,337,Türkei,Oriens,Antiochia (Antakya)
00796,Quietus,260,261,Türkei,Kommagene,Samosata (Samsat)
00797,Quietus,260,261,Türkei,Kommagene,Samosata (Samsat)
00799,Diocletianus,245,313,Ägypten,Ägypten,Alexandria
00800,Constantinus I.,324,337,Türkei,Oriens,Antiochia (Antakya)
00802,Diocletianus und Maximianus Herculius,245,313,Italien,Italia,Rom
00804,Valens,328,378,Türkei,Oriens,Antiochia (Antakya)
00805,Constantius I.,250,306,Kroatien,Pannonien,Siscia (Sisak)
00807,Constantinus I.,306,337,Deutschland,Gallia,Trier
00810,Constantinus I.,322,337,Deutschland,Gallia,Trier
00811,Chile: 1910,1910,1910,Chile,,Santiago de Chile
00812,Syria: Traianus,53,117,Türkei,Syria,Antiochia (Antakya)
00813,Fausta,324,326,Deutschland,Gallia,Trier
00814,USA: 1878,1878,1878,Vereinigte Staaten von Amerika,Nevada,Carson City
00815,Iudaea: M. Ambibulus,11,11,Israel,Iudaea,Jerusalem
00816,Australien: Victoria von Großbritannien,1819,1901,Australien,New South Wales,Sydney
00817,Crispus,300,326,Italien,Italia,Aquileia
00818,Brandenburg-Preußen: Friedrich Wilhelm/Russland: Alexej Michailowitsch,1620,1688,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
00819,Schlick: Grafschaft,1525,1526,Tschechische Republik,Böhmen,Joachimsthal (Jáchymov)
00820,Alexandria: Nero,37,68,Ägypten,Ägypten,Alexandria
00822,Constantinus II.,317,340,Griechenland,Makedonien,Thessaloniki
00824,Japan: 1904,1852,1912,Japan,,Osaka
00825,Constantinus I.,330,337,Türkei,Thrakien,Konstantinopolis (Istanbul)
00826,Akanthos,-500,-480,Griechenland,Makedonien,Akanthos
00827,Syrakus: Dekadrachme (sog. Demareteion),-466,-465,Italien,Sizilien,Syrakus
00828,Constantinus I.,306,337,Deutschland,Gallia,Trier
00829,Akanthos,-500,-480,Griechenland,Makedonien,Akanthos
00832,Akanthos,-525,-470,Griechenland,Makedonien,Akanthos
00833,Akanthos,-525,-470,Griechenland,Makedonien,Akanthos
00834,Derronen,-480,-470,Griechenland,Makedonien,
00835,Derronen: Euergetes,-480,-470,Griechenland,Makedonien,
00836,Dikaia,-490,-470,Griechenland,Makedonien,Dikaia
00837,Nikomedia,161,192,Türkei,Bithynien,Nikomedia (Izmit)
00838,Nikaia,161,192,Türkei,Bithynien,Nikaia (Iznik)
00839,Sagalassos,214,270,Türkei,Pisidien,Sagalassos
00840,Myra,225,244,Türkei,Lykien,Myra
00841,Laodikeia am Lykos,139,144,Türkei,Phrygien,Laodikeia am Lykos
00842,Kolossai,161,192,Türkei,Phrygien,Kolossai
00843,Tarsos,110,130,Türkei,Kilikien,Tarsos
00844,Laodikeia am Lykos,161,192,Türkei,Phrygien,Laodikeia am Lykos
00845,Samos,190,251,Griechenland,Ionische Inseln,Samos
00846,Magnesia am Mäander,225,244,Türkei,Ionien,Magnesia am Mäander
00849,Ilion,188,217,Türkei,Troas,Ilion
00851,Spanische Niederlande: Philipp II.,1527,1598,Niederlande,Gelderland,Nimwegen (Nijmegen)
00852,Ungarn: Maria Theresia,1717,1780,Slowakische Republik,,Kremnitz (Kremnica)
00853,Trier: Milo,751,762,Deutschland,,Trier
00854,Akrasos: Schleifung der Dirke,146,211,Türkei,Lydien,Akrasos
00855,Brandenburg-Franken: Albrecht II. Alcibiades,1522,1557,Deutschland,Franken,Schweinfurt
00856,Constans,320,350,Türkei,Oriens,Antiochia (Antakya)
00857,Stralsund: Stadt,1715,1715,Deutschland,,Stralsund
00858,Constans,320,350,Kroatien,Pannonien,Siscia (Sisak)
00859,Wolfenbüttel,1577,1648,Deutschland,Niedersachsen,Wolfenbüttel
00860,Constans,320,350,Kroatien,Pannonien,Siscia (Sisak)
00861,Constantius II.,317,361,Kroatien,Pannonien,Siscia (Sisak)
00862,Braunau: Stadt,1710,1759,Österreich,Oberösterreich,Braunau am Inn
00863,Valentinianus I.,321,375,Türkei,Oriens,Antiochia (Antakya)
00865,Valentinianus I.,321,375,Deutschland,Gallia,Trier
00866,Valens,328,378,Deutschland,Gallia,Trier
00867,Honorius,384,423,Italien,Italia,Rom
00869,Valens,328,378,Deutschland,Gallia,Trier
00870,Athen,-467,-450,Griechenland,Attika,Athen
00871,Theodosius I.,347,395,Italien,Italia,Aquileia
00872,Priscus Attalus,409,410,Italien,Italia,Rom
00873,Philippopolis,189,211,Bulgarien,Thrakien,Philippopolis
00874,Perinthos,146,211,Türkei,Thrakien,Perinthos (Herakleia)
00875,Herakleia Pontike,225,244,Türkei,Bithynien,Herakleia Pontike
00878,"Röm. Republik: Aes Grave, Radserie",-265,-242,Italien,Latium,Rom
00879,Römische Republik,-211,-211,Italien,Italia,Rom
00880,"Röm. Republik: Aes Grave, Radserie",-265,-242,Italien,Latium,Rom
00881,"Röm. Republik: Aes Grave, Radserie",-265,-242,Italien,Latium,Rom
00882,"Röm. Republik: Aes Grave, Radserie",-265,-242,Italien,Latium,Rom
00883,"Röm. Republik: Aes Grave, Radserie",-265,-242,Italien,Latium,Rom
00884,"Röm. Republik: Aes Grave, Radserie",-265,-242,Italien,Latium,Rom
00885,"Röm. Republik: Aes Grave, Radserie",-265,-242,Italien,Latium,Rom
00886,"Röm. Republik: Aes Grave, Radserie",-265,-242,Italien,Latium,Rom
00887,"Röm. Republik: Aes Grave, Radserie",-265,-242,Italien,Latium,Rom
00888,"Röm. Republik: Aes Grave, Radserie",-265,-242,Italien,Latium,Rom
00889,"Röm. Republik: Aes Grave, Romakopfserie",-269,-266,Italien,Latium,Rom
00890,Römische Republik,-211,-211,Italien,Italia,Rom
00891,"Röm. Republik: Aes Grave, Romakopfserie",-269,-266,Italien,Latium,Rom
00892,"Röm. Republik: Aes Grave, Romakopfserie",-269,-266,Italien,Latium,Rom
00893,"Röm. Republik: Aes Grave, Romakopfserie",-269,-266,Italien,Latium,Rom
00894,"Röm. Republik: Aes Grave, Romakopfserie",-269,-266,Italien,Latium,Rom
00895,"Röm. Republik: Aes Grave, Romakopfserie",-269,-266,Italien,Latium,Rom
00896,"Röm. Republik: Aes Grave, Romakopfserie",-269,-266,Italien,Latium,Rom
00897,"Röm. Republik: Aes Grave, Proraserie libral",-225,-217,Italien,Latium,Rom
00898,Römische Republik,-211,-211,Italien,Italia,Rom
00899,Römische Republik,-211,-211,Italien,Italia,Rom
00900,"Röm. Republik: Aes Grave, Proraserie libral",-225,-217,Italien,Latium,Rom
00901,Köln: Stadt,1516,1516,Deutschland,Rheinland,Köln
00902,Theodosius I.,347,395,Deutschland,Gallia,Trier
00903,Valentinianus I.,321,375,Deutschland,Gallia,Trier
00904,Pergamon,170,217,Türkei,Mysien,Pergamon
00905,Tiberius,-42,37,Frankreich,Gallia,Lyon
00906,Augustus,-63,14,Türkei,Asia,Pergamon
00907,Augustus,-63,14,Türkei,Asia,Pergamon
00908,Hadrianus,76,138,Türkei,Asia,Ephesos
00909,Hadrianus,76,138,Türkei,Asia,Ephesos
00910,Wien,1503,1564,Österreich,Wien,Wien
00912,Antwerpen: Stadt,1814,1814,Belgien,Brabant,Antwerpen (Anvers)
00913,Constantius II.,317,361,Türkei,Oriens,Antiochia (Antakya)
00914,Breda: Stadt,1625,1625,Niederlande,Nordbrabant,Breda
00915,Elektron,-650,-600,Türkei,Ionien?,
00916,Mende,-500,-480,Griechenland,Makedonien,Mende
00917,Mende,-500,-480,Griechenland,Makedonien,Mende
00918,Großbritannien: Victoria,1819,1901,Großbritannien,,London?
00919,Potidaia,-500,-480,Griechenland,Makedonien,Potidaia
00920,Potidaia,-500,-480,Griechenland,Makedonien,Potidaia
00922,Terone,-500,-480,Griechenland,Makedonien,Terone
00923,Terone,-500,-480,Griechenland,Makedonien,Terone
00924,Terone,-500,-480,Griechenland,Makedonien,Terone
00925,Argilos,-495,-477,Griechenland,Makedonien,Argilos
00926,Argilos,-495,-477,Griechenland,Makedonien,Argilos
00927,Traianus,53,117,Italien,Italia,Rom
00928,Constantius II.,317,361,Italien,Italia,Rom
00929,"Röm. Republik: Aes Grave, Proraserie libral",-225,-217,Italien,Latium,Rom
00930,"Röm. Republik: Aes Grave, Proraserie libral",-225,-217,Italien,Latium,Rom
00931,Römische Republik,-211,-211,Italien,Italia,Rom
00932,"Röm. Republik: Aes Grave, Proraserie libral",-225,-217,Italien,Latium,Rom
00933,"Röm. Republik: Aes Grave, Proraserie libral",-225,-217,Italien,Latium,Rom
00934,"Röm. Republik: Aes Grave, Proraserie libral",-225,-217,Italien,Latium,Rom
00935,"Röm. Republik: Aes Grave, Proraserie libral",-225,-217,Italien,Latium,Rom
00936,Römische Republik,-211,-211,Italien,Italia,Rom
00937,"Röm. Republik: Aes Grave, Proraserie libral",-225,-217,Italien,Latium,Rom
00938,"Röm. Republik: Aes Grave, Proraserie libral",-225,-217,Italien,Latium,Rom
00939,"Makedonien: Incertum, Orescii?",-510,-480,Griechenland,Makedonien,
00940,"Röm. Republik: Aes Grave, Proraserie libral",-225,-217,Italien,Latium,Rom
00941,"Röm. Republik: Aes Grave, Proraserie libral",-225,-217,Italien,Latium,Rom
00942,"Röm. Republik: Aes Grave, Proraserie semilibral",-217,-215,Italien,Latium,Rom
00943,"Röm. Republik: Aes Grave, Proraserie semilibral",-217,-215,Italien,Latium,Rom
00944,"Röm. Republik: Aes Grave, Proraserie semilibral",-217,-215,Italien,Latium,Rom
00945,"Röm. Republik: Aes Grave, Proraserie semilibral",-217,-215,Italien,Latium,Rom
00946,"Röm. Republik: Aes Grave, Proraserie semilibral",-217,-215,Italien,Latium,Rom
00947,"Röm. Republik: Aes Grave, Proraserie semilibral",-217,-215,Italien,Latium,Rom
00948,"Röm. Republik: Aes Grave, Proraserie semilibral",-217,-215,Italien,Latium,Rom
00950,"Röm. Republik: Aes Grave, Proraserie semilibral",-217,-215,Italien,Latium,Rom
00951,Gratianus,359,383,Deutschland,Gallia,Trier
00952,Römisch-Kampanisch,-225,-214,Italien,,
00953,"Röm. Republik: Aes Grave, semilibral",-217,-215,Italien,Latium,Rom
00954,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Deutschland,Brandenburg,Cölln (Berlin)
00958,Athen,-485,-480,Griechenland,Attika,Athen
00959,Athen,-485,-480,Griechenland,Attika,Athen
00961,Athen,-485,-480,Griechenland,Attika,Athen
00962,Athen,-500,-482,Griechenland,Attika,Athen
00964,Kuschan: Huvishka,150,191,Afghanistan,Gandhara,
